MH9,MRS0293,7.52302865938e-06
MH9,UG70122,0.000207139237135
MH9,MRS0379,0.00259020950462
MH9,MRS0615,0.00170316745308
MH9,V10,0.000103116547001
MH9,UG80239,0.00036021060829
MH9,P9,1.82042203275e-06
MH9,MRS0301,0.000822722267028
MH9,UG80302,0.00109681787441
MH9,P22,1.31808260727e-06
MH9,UG60393,0.000901136214979
MH9,MRS0594,0.000336157126833
MH9,UG80757,0.000292079198389
MH9,Col22,5.27570506032e-05
MH9,UG30334,0.000238408020308
MH9,UG70181,5.29255290976e-05
MH9,MRS0307,0.000214785009289
MH9,Gc49,5.93936391476e-05
MH9,MRS0440,1.44909356557e-06
MH9,MRS0438,0.000152788723888
MH9,MRS0004,0.00425361623691
MH9,UG80484,6.6150749023e-05
MH9,MUG27,7.67930169041e-05
MH9,UG70596,6.10865380064e-05
MH9,UG10234,0.000201606145013
MH9,UG50132,8.38215304664e-06
MH9,BK621,0.000225932982195
MH9,UG10589,9.30100625672e-05
MH9,BK407,1.8653953463e-06
MH9,BK1044,0.00148486210924
MH9,MRS0138,5.05376621007e-05
MH9,MRS0412,0.000729555269618
MH9,UG80378,0.00897403840439
MH9,BK959,0.000492736683515
MH9,UG50698,8.92510178608e-05
MH9,MUG6,2.25802878143e-06
MH9,UG70435,0.000203240316799
MH9,BK607,5.28717744629e-05
MH9,UG30661,1.901081681e-06
MH9,MRS0226,0.000956948134473
MH9,UG80797,0.000454124127575
MH9,BK1037,7.71389143427e-08
MH9,MUG21,0.000433658347541
MH9,UG70220,6.07393691212e-05
MH9,1580,0.000107465755475
MH9,MUG25,9.57207143132e-05
MH9,UG70106,0.00127556682977
MH9,MRS0204,0.00121004414372
MH9,UG10150,0.0064148479094
MH9,Gc35,5.80520418808e-05
MH9,UG70786,8.38280087217e-05
MH9,UG60434,0.000289281029865
MH9,UG70350,0.00116245167081
MH9,UG10449,0.0003298076058
MH9,K90,2.89973898391e-06
MH9,MRS0191,0.0020777426722
MH9,UG50162,0.00490925819768
MH9,Gc14,4.88789252252e-05
MH9,UG60144,0.000295006581682
MH9,MRS0593,0.0009658086673
MH9,Col21,5.21526757296e-05
MH9,BK366,0.000154216067277
MH9,UG70039,0.000366510102749
